Date,Store,Actual_Sales,LR_Predicted,RF_Predicted,XGB_Predicted
2012-11-30,2,10062.315638755259,8584.504917818122,10369.207405076326,10212.093
2012-11-30,13,11185.42633149586,9683.940228379332,11164.832809439618,11703.65
2012-11-30,10,10384.75317375008,8941.49579538661,10299.918612424248,9717.912
2012-11-30,43,9210.254953093128,7207.072074770927,10153.345487374352,9321.881
2012-11-30,9,9116.9713064496,7852.825427044183,9470.737261387549,9167.212
2012-11-30,24,10046.663038578658,8406.067023240961,9606.367396759935,9225.33
2012-11-30,44,7956.108222870377,6366.342316451715,9567.527092029643,9114.156
2012-11-30,35,10375.808254719694,7737.770642372081,9315.606299988222,9024.529
2012-11-30,33,9055.773899797434,7746.60663208412,9501.101404929906,8794.486
2012-11-30,21,8923.755877704321,8412.918109034188,9465.827354652352,9146.988
2012-11-30,1,8650.339410544602,7285.4331529631745,8151.012782671571,6731.7686
2012-11-30,22,7871.5288394914705,7757.053427913925,6998.669478574872,7386.7188
2012-11-30,12,8969.400485681968,7542.377670394024,8832.79191064741,10058.552
2012-11-30,34,9900.004918586215,7865.5010087210685,8741.997008030412,9449.422
2012-11-30,11,6012.893144243947,3593.4985376300756,7347.516922321766,5529.854
2012-11-30,25,7302.42422721952,6804.603479609126,8136.177503835833,8491.567
2012-11-30,36,8581.966637824045,8689.895487124799,8822.479307157946,8712.865
2012-11-30,32,9918.905175688817,10349.330597370164,10172.68354303265,9694.135
2012-11-30,45,11035.25842326104,11152.839935636148,11029.441386274462,11355.331
2012-11-30,23,8894.174220600124,8378.861389163649,8696.559676470406,6209.1587
2012-12-07,3,2982.899040079603,3064.1204483371694,3475.995209450382,8573.971
2012-12-07,36,8073.050298558986,7671.261039632373,9063.03237496611,8277.212
2012-12-07,35,10598.71733753327,9093.65673977905,10561.88531410845,9521.098
2012-12-07,7,11009.85933686078,9581.501257573953,10650.282317753143,9653.991
2012-12-07,15,8180.668897685265,7645.163854264421,8626.058160867053,8598.581
2012-12-07,42,11091.64448204294,10263.998323686188,11258.27972659139,11622.866
2012-12-07,27,10767.100716874926,9821.96495623351,10448.746928596103,10159.519
2012-12-07,44,10350.189829251338,9623.174571318319,10935.875036537389,10444.606
2012-12-07,23,9092.18286100783,7941.286742310971,10060.072335432147,10183.587
2012-12-07,24,10749.482524225885,9209.665214091307,10789.492100389374,10086.982
2012-12-07,41,11669.638909514906,10270.829006657703,11044.206652589615,10845.9
2012-12-07,19,12127.074834105422,9760.979177346453,11329.783385893748,11384.087
2012-12-07,38,11292.480840262091,8416.798606698401,10587.425837552351,9544.056
2012-12-07,30,8143.591307943212,7774.518154280726,9600.295271091527,8074.785
2012-12-07,13,10949.704051499877,9576.493697330821,10536.590133984135,9658.784
2012-12-07,43,10878.122389510967,9523.401799058076,10426.448263930035,9588.704
2012-12-07,4,10922.352661768635,10027.115575355245,11261.75677883671,11223.385
2012-12-07,14,8698.101206088875,7431.973456605105,9184.356058017564,8252.674
2012-12-07,10,9595.941009115048,8466.117520310218,9720.263348696737,8938.007
2012-12-07,45,9622.721640679692,8085.285416428931,9549.09672174872,8777.468
2012-12-07,31,8309.082528223838,8170.138320645085,9115.412962788485,9021.154
2012-12-07,40,7514.239896609942,5505.771567969117,8749.988538874244,8292.805
2012-12-07,6,10059.496127926173,8163.986503932159,9054.077950565392,9413.15
2012-12-07,9,9480.8011516865,8280.676796018612,10071.553692617628,9503.735
2012-12-07,21,9757.128516961933,8734.023908446077,9515.004611345918,9699.079
2012-12-07,26,9999.048601187895,8410.000922341831,9621.413601338672,9512.615
2012-12-07,39,9968.004202481723,8778.64061971684,9548.713539775094,11110.624
2012-12-07,20,10271.689840404086,8713.446457067737,10071.277796285141,11218.72
2012-12-07,11,10658.075974205187,8749.716103108134,10267.255208944804,11132.685
2012-12-07,28,12995.50961291288,9811.195242756046,11114.579157753687,13229.543
2012-12-07,32,10612.878954322836,10099.717094291234,11539.673140475075,11307.368
2012-12-07,34,10500.87270617584,10518.961833525682,11472.668044088898,11613.448
2012-12-07,12,11787.765926799684,11313.692000146722,11896.631230747576,11906.849
2012-12-07,29,12506.124905773431,11908.108611204661,11929.914091351107,12001.864
2012-12-07,33,11102.581852901625,11504.576974682277,11903.871787950831,12213.59
2012-12-07,8,12294.924412671558,11685.214857502608,11795.827937670058,11821.496
2012-12-07,1,11149.94361686928,10224.946670722216,11818.275752103864,12314.723
2012-12-07,2,12618.156066083893,10714.376139412401,12998.353288211754,13212.476
2012-12-07,22,11813.48547303516,10495.412067365367,12653.043343426645,12078.328
2012-12-07,16,11106.04943503857,10488.53820666857,12207.593899357504,12133.114
2012-12-07,37,11803.537415910521,11093.25521372375,12741.553185368582,12343.386
2012-12-07,17,12931.402221526801,11733.097065094858,12703.392812773824,12903.287
2012-12-07,5,12922.29525086074,11088.335214967607,12767.175484335534,12820.426
2012-12-07,25,11552.906435643903,9818.449315736536,12324.897382969537,11660.728
2012-12-07,18,13337.434864240791,10516.422114058165,12591.455827557933,13111.736
2012-12-14,36,12329.247454236349,11106.034163483186,12798.727878918531,13272.69
2012-12-14,21,12994.744151982763,10536.121973978821,13037.828624473817,12811.433
2012-12-14,2,12106.151631906087,10312.122131526005,12313.387323832865,12513.885
2012-12-14,15,12337.720442441123,10275.934715089155,12307.65411140248,12607.25
2012-12-14,13,12412.998652139797,10519.24227220798,12456.792981043669,12333.536
2012-12-14,8,11847.136810820335,10602.427266469458,11928.59248278101,11710.138
2012-12-14,19,11937.005571972626,10474.181326050777,11887.883309316197,11586.036
2012-12-14,26,12129.920178692291,9902.91823498439,11304.372186316137,11268.069
2012-12-14,32,11383.754393813542,9889.387989405775,11548.770304933703,12157.381
2012-12-14,27,12008.09441654322,10188.30626352015,11555.391918013813,12318.768
2012-12-14,4,10704.61957267119,10132.22168530384,11611.881281850221,12057.505
2012-12-14,45,10994.331728446996,9279.649429226993,10938.892956496888,11237.634
2012-12-14,23,11606.161981753836,9547.617481310386,10718.803634743334,10289.839
2012-12-14,6,9407.863975851285,9296.566942264559,10720.78433399769,10317.897
2012-12-14,17,10054.317028177225,9550.25119226682,10154.525109154054,10379.8955
2012-12-14,28,9171.478459384594,7706.049347007414,8317.44434738357,7886.427
2012-12-14,40,7711.5928548991205,7259.547681334661,7183.6220441247515,7145.1094
2012-12-14,39,10096.62345176789,8031.693999752402,8880.221952815411,9685.204
2012-12-14,11,11197.80315061041,8401.919415313052,10210.262426822192,11029.855
2012-12-14,12,8051.532211807352,5584.218067042762,9971.496431327774,6805.9507
2012-12-14,29,6530.966870114095,5944.178888337454,8135.645808524513,6415.2246
2012-12-14,5,8681.800260353619,8398.87877395004,9238.6454663611,9239.8955
2012-12-14,22,10784.353263825553,10566.789475133643,11566.604848098948,10837.912
2012-12-14,1,11207.735957005982,10525.256872638129,11412.458155447568,11180.632
2012-12-14,18,6559.36564819093,5913.235083129024,8882.053951649566,6924.9883
2012-12-14,16,4132.869668299811,4147.892068538349,3857.498624240259,9235.077
2012-12-14,33,4805.592909580249,4182.127931844909,6494.8644738527855,7483.8364
2012-12-14,35,9576.916707460134,7708.702893801965,9214.747165284607,9519.67
2012-12-14,7,8983.262375058279,8211.631731372792,9401.408284714053,10885.938
2012-12-14,44,9568.992576363014,7744.473019700265,9080.780516659206,8142.6616
2012-12-14,24,10842.307930910241,10479.930836247047,11824.996471103706,12255.614
2012-12-14,41,11814.537932341127,9739.79891490424,10379.886766226391,9849.674
2012-12-14,38,12349.11673360131,10441.000809096266,11509.65637794682,11365.008
2012-12-14,30,10628.593192260912,8185.85926032695,10599.918635667533,11300.005
2012-12-14,10,11384.014091447629,9537.023744368693,10950.241627548241,11082.577
2012-12-14,42,13273.669542546864,10881.795252986485,12151.525695370094,12608.398
2012-12-14,34,12858.855700093995,10295.038256538333,11811.219912549957,11437.152
2012-12-14,43,11165.374672795575,8407.636716027278,10044.364766493869,9590.679
2012-12-14,9,11293.391320673223,8952.07995158201,10883.500834694632,10424.394
2012-12-14,25,11057.274197212528,9426.720947522903,10446.2970882093,10218.026
2012-12-14,14,11300.451387355384,9908.283355124993,10708.435638840454,10685.215
2012-12-14,31,12231.789532227003,10624.76104982919,11430.248278430703,11836.383
2012-12-14,37,9683.054658531102,7671.963420395972,9779.3089534668,9230.96
2012-12-14,20,8828.801132246801,8120.7356692980975,9368.716494791819,9442.354
2012-12-14,3,9950.510649457789,8700.683139841538,10175.885843808459,10639.568
2012-12-21,18,10843.544047011355,9279.395732959732,10058.696902659607,10758.768
2012-12-21,42,8119.939358553324,6076.581318309065,8738.504426397169,8795.303
2012-12-21,7,10130.400003248546,8507.417542944197,9763.299174471278,10027.729
2012-12-21,35,10488.553192447625,8537.731176300906,10808.942952893289,11243.237
2012-12-21,3,10841.194508593298,9264.83999054972,10577.497730602936,10897.026
2012-12-21,25,11565.949587671357,9316.34119626251,10740.31053763008,10469.372
2012-12-21,27,11156.016576396843,10294.342601117212,10791.186604545304,11735.95
2012-12-21,19,11501.919647244335,9472.712247517891,11365.902594060193,11847.789
2012-12-21,16,12098.141191452976,9916.278405723628,11714.263386310035,11599.341
2012-12-21,1,13664.921636724044,10308.591426595114,10663.919329572027,14199.528
2012-12-21,8,12411.090573447455,10833.00140237948,12515.798567983828,12706.65
2012-12-21,44,11658.477942114956,11479.188516234513,12000.233255199562,12745.852
2012-12-21,38,11983.76905282596,11990.348162643379,12278.527191864718,12647.167
2012-12-21,41,13628.042782622073,13020.316157880705,12639.271651192012,13604.241
2012-12-21,22,12699.008238275466,11833.363339338219,12302.584338390063,11986.208
2012-12-21,30,13824.387979349607,12586.614264898235,10527.43343599741,13474.467
2012-12-21,2,12875.868589005184,11383.037115571788,12569.860589736649,12448.498
2012-12-21,37,12937.914686393782,11595.315912063,13290.11207628592,12950.219
2012-12-21,4,13119.424466652574,11391.308637017384,13039.969276691478,12501.906
2012-12-21,21,13235.917275662285,11380.034614752745,12855.145375537517,12208.961
2012-12-21,10,13947.831725450786,12177.621195049025,13300.836289696095,14251.257
2012-12-21,31,13975.144763749759,12700.629428037908,13121.26113944163,13453.763
2012-12-21,15,13990.470344794578,11793.494472120656,13041.599233994451,12586.547
2012-12-21,43,13690.567543418945,10880.039966565557,12642.818239683967,12712.807
2012-12-21,13,14488.723130370867,11464.006402580533,12958.964701391958,13562.882
2012-12-21,24,14408.463429165651,12220.405483693583,13227.461697821338,14164.423
2012-12-21,5,13900.362011147992,11538.548486974789,13283.766499526006,13733.753
2012-12-21,33,13685.373575003974,11385.326182630379,12873.738936830028,13146.86
2012-12-21,23,14110.89797959638,11304.80604044348,13015.890336841741,13236.756
2012-12-21,32,12737.286480987972,11430.058322189376,12972.23441765248,13337.392
2012-12-21,26,13489.471147898761,11601.496588254813,12636.582940125494,13531.598
2012-12-21,17,13026.78393792386,11698.577313084155,12869.444902684254,13489.487
2012-12-21,40,12498.996185552482,10905.15384927392,12173.466081794353,12676.898
2012-12-21,6,13571.180259878765,11240.407946078107,12495.750527530221,13245.534
2012-12-21,39,12564.414894520598,11194.944422308588,12538.802065438718,13259.314
2012-12-21,20,12410.342274078073,11254.642842486734,12531.061034801713,13412.752
2012-12-21,14,11246.799568999397,10280.040760635864,11370.838872220498,12170.45
2012-12-21,11,12314.904454438496,10519.898988160072,10890.132755567294,11145.4375
2012-12-21,36,11835.840316485468,10168.399540309096,10924.620904329506,11461.532
2012-12-21,45,12603.840017565195,10494.61129215802,11103.747781874987,12063.963
2012-12-21,29,10798.049165542145,9248.605376305524,9900.349178318294,10243.934
2012-12-21,9,9580.729303212143,9089.875782012241,8863.210284485158,9903.494
2012-12-21,34,10931.217505381834,9486.886353985872,10213.081181580868,11399.734
2012-12-21,28,12220.627994813525,9950.067993727978,10611.299060296826,11850.326
2012-12-21,12,7688.362689684964,6331.852653863607,10466.54639831863,7849.7256
2012-12-28,14,6807.335210696697,6080.6875692657195,10492.401651458522,10378.069
2012-12-28,34,8062.487439186067,8605.537431678735,11241.64501058039,10533.289
2012-12-28,10,12447.565303383504,12506.583050762536,12649.872770809765,12479.658
2012-12-28,24,12945.345396774466,13527.950992569793,12648.88251446894,13880.972
2012-12-28,13,9817.836755601857,10031.829538236605,10563.635009756634,9817.226
2012-12-28,45,7008.006710170846,6307.347682351479,6950.520546380526,12422.802
2012-12-28,17,8460.901895686256,7491.525087279966,9072.556567278329,9066.873
2012-12-28,4,12114.261672652668,10686.745845846366,12436.984078424957,11143.235
2012-12-28,30,12828.371761866827,11497.033025976038,12823.821387056609,12983.741
2012-12-28,28,8752.12189898239,7661.494212916819,9303.890068803204,10672.886
2012-12-28,43,13343.26558038223,12180.702724788338,12879.873722768989,12641.066
2012-12-28,31,12323.179636101824,12048.482173204655,12768.473270726803,12936.454
2012-12-28,6,13914.54440972357,11863.268582324497,12761.377511034652,12554.72
2012-12-28,29,11616.928456615451,9846.61692616134,11673.370942923733,11686.943
2012-12-28,41,12814.67068552223,11454.148609588388,12485.028951808155,12892.578
2012-12-28,22,14177.893904887873,12610.857231881702,13199.068191695169,14160.327
2012-12-28,12,14753.027946623575,11762.231852813391,12989.845099987506,13880.513
2012-12-28,1,13110.49560284406,10547.834436477395,12604.3394357518,12146.985
2012-12-28,16,12580.263429138271,11196.530666056322,12154.906922120277,11274.239
2012-12-28,33,12746.542464322376,11418.137716080295,12368.123840617309,11942.544
2012-12-28,9,12606.110967853621,11490.87565988442,11914.617047004816,11781.235
2012-12-28,25,14005.412335867957,11638.799781715032,12494.51669631713,12095.895
2012-12-28,11,10957.641500200847,9555.148545018863,10785.033098220041,10502.305
2012-12-28,3,12673.78315217065,10858.84246066399,11833.05084980757,12407.027
2012-12-28,39,12005.929087526569,10461.656037536915,11611.469845695432,10870.534
2012-12-28,35,11371.881579513256,10491.970678425394,11430.755382693134,11527.5
2012-12-28,40,9690.162566579003,8281.287119030952,10594.76778332382,11179.795
2012-12-28,7,10459.457746882397,9628.19519074657,10063.904485018482,10381.391
2012-12-28,18,11518.521596207898,10305.607739177998,10823.45746624266,11592.617
2012-12-28,27,11712.689537657541,10793.466808049008,10375.933501036354,11335.804
2012-12-28,44,10029.626967476732,8963.606831548968,10480.638187691986,10663.316
2012-12-28,20,10976.092355421186,10972.673212816007,10969.627751952421,11222.0625
2012-12-28,23,11780.927491373704,10369.022697360953,11070.087648369163,10574.123
2012-12-28,5,11840.25318251503,10100.353725829162,11659.780629460825,11246.949
2012-12-28,38,13334.118634653565,11177.764199076453,12191.335944647311,13392.737
2012-12-28,19,10776.43358797764,11042.193007993279,12069.664228053258,12107.358
2012-12-28,42,11159.023195193986,11743.740066815633,12470.458697721951,12320.853
2012-12-28,15,11896.844508214685,12100.20515207178,12525.372321971969,12487.768
2012-12-28,32,12991.316728558217,13877.101503232494,13309.5729968974,13298.771
2012-12-28,21,13249.792449357685,14146.40190595854,12758.306105545389,11849.489
2012-12-28,2,11028.625493379777,12330.140073486371,9675.36426888777,12041.699
2012-12-28,37,12625.772612449431,12311.524540877203,12928.681663934323,12730.272
2012-12-28,8,12914.095212591774,11391.070553771919,13172.00627437964,12579.766
2012-12-28,36,12386.62123002069,12792.942320858594,13621.220062850634,13431.114
2012-12-28,26,13033.766770294616,12484.695771007333,13262.252904024264,12741.98
2013-01-04,35,14568.09113108875,13729.54325813055,13356.561147290831,13915.163
2013-01-04,26,13259.605238850505,13526.026936291019,13463.191396244336,13282.405
2013-01-04,40,14184.560193418853,12355.056768914452,13299.975691702153,12831.734
2013-01-04,39,14007.719252879131,12428.084710287862,13284.99231336837,13015.665
2013-01-04,41,13852.506706972898,12718.755982419709,13705.264157243664,13930.885
2013-01-04,9,14025.797946541976,12401.710876668105,13637.679397939779,13990.389
2013-01-04,12,14567.51450756728,12316.618342159549,13859.439127387655,13998.955
2013-01-04,27,13783.09442749352,12416.346211632248,13367.386996161367,13295.333
2013-01-04,29,13687.565492565387,12615.704489868367,12931.031677514471,12754.839
2013-01-04,5,13257.604519941908,12811.829451210564,13305.36706999936,13572.716
2013-01-04,30,13461.020905480349,12347.58521950012,13337.320487532174,13403.39
2013-01-04,18,12552.353095635048,12172.489377839258,13252.548651365429,13476.803
2013-01-04,37,12411.205743410721,11405.072597733932,12988.107337276124,12961.57
2013-01-04,7,12390.63550784272,12158.046000769595,13016.0955146194,13214.908
2013-01-04,22,12187.886389215764,12016.958363976097,12904.239259137616,13828.097
2013-01-04,19,13042.77358760522,11951.70713863941,12804.299101683402,13036.832
2013-01-04,38,12434.80369978649,11038.937547398731,12214.52248578595,12154.035
2013-01-04,1,12585.387731878473,11823.479252537945,12075.068699501187,11673.772
2013-01-04,16,11582.531843578638,11552.708171119448,12049.442479243076,11481.587
2013-01-04,33,11849.142431065062,11577.055677303579,12040.589772813422,11898.567
2013-01-04,25,12066.357324567363,10340.014120875625,11205.448991919537,11174.995
2013-01-04,8,10087.092861143487,10360.520428492688,10941.833410593747,10187.956
2013-01-04,3,12080.888837755381,10565.613189310767,12765.80369648073,12342.703
2013-01-04,24,12119.361042478837,10614.147840286372,12460.622471409735,12370.073
2013-01-04,2,12470.032705311998,10740.68081694399,11856.663539740433,12303.028
2013-01-04,11,11942.429925480807,11055.508422170533,12520.80425838989,13145.361
2013-01-04,44,11899.074145714272,12620.503892004723,13154.412487725373,12450.443
2013-01-04,20,12789.692962292185,12997.114685908891,13488.312493374237,13490.363
2013-01-04,34,13375.114694143076,13716.881793210283,14346.03614820674,13499.415
2013-01-04,43,11578.18884236686,11205.76666156901,12670.36612183743,11188.592
2013-01-04,45,10391.88092275124,10428.181040249066,7492.618870696062,9527.2
2013-01-04,36,13595.796240522073,12373.433659939561,13498.576455821643,13569.333
2013-01-04,42,12931.743012502842,11967.82514598919,13707.308429957531,14253.331
2013-01-04,14,11658.750194413213,10746.4403954288,13690.246759629108,13298.123
2013-01-04,13,12012.28446061498,11484.451941511361,11582.979461592306,11070.186
2013-01-04,4,13733.247071760328,13123.693204551935,14034.712247799796,14134.597
2013-01-04,15,15487.760536206106,13800.981852090452,14262.843184410121,14268.056
2013-01-04,17,14023.132475819126,12307.669051544042,14052.8978714414,13740.167
2013-01-04,21,14098.487641221018,11732.957325826865,13670.803214249827,13784.307
2013-01-04,10,15142.800269185811,12920.857262209058,14022.85946461826,14559.842
2013-01-04,6,15320.438414113492,13047.631906212075,13995.71192841892,13768.108
2013-01-04,23,15124.63183065827,13024.909524113638,14047.21783950688,14023.854
2013-01-04,28,13828.934757809391,12421.347942947177,13943.592681235861,13540.106
2013-01-04,32,14347.024472218525,12481.784827738535,13623.046381192415,14091.78
2013-01-04,31,14054.822869585678,12905.13151691854,13818.078705225682,14235.687
2013-01-11,29,14073.46515258743,12983.393607123056,13803.741218918487,14240.722
2013-01-11,32,14166.601353465085,12898.549400789896,13512.029000846123,13150.328
2013-01-11,36,13729.140309801887,11678.1139678685,13220.68043275522,12987.522
2013-01-11,35,13693.526116943147,12119.947835578118,13386.42558928203,12826.907
2013-01-11,39,13589.515866810129,12063.648734988412,13251.90791095315,13610.962
2013-01-11,45,13669.756472317618,11983.992278650403,12954.323723059555,12873.897
2013-01-11,3,12371.86722923364,10653.853784298524,12991.258590744803,12631.115
2013-01-11,7,14107.444228515084,11677.768357365625,13141.733672209783,13836.567
2013-01-11,40,12524.547048730701,11120.291200659703,12788.222181322253,12741.315
2013-01-11,18,11755.421276334553,11805.141684510978,12909.722897080213,13371.034
2013-01-11,27,11548.915652587337,10958.71744325175,11117.356108704116,11986.753
2013-01-11,23,12862.356464823912,12090.665134913288,12355.501756127738,12941.186
2013-01-11,44,12977.50936729553,11316.396358810365,12952.476608095376,13212.992
2013-01-11,34,14075.96879748675,11775.166907814564,12964.873585785987,12774.331
2013-01-11,26,16757.181229234782,12995.220417640405,13268.422225854012,12891.571
2013-01-11,11,13622.741997068659,13275.63699185662,13547.612027777057,13693.671
2013-01-11,5,13550.777577511972,13459.721718194196,13954.084827590099,13234.236
2013-01-11,12,13890.5701396273,13891.399565569125,14526.575579870158,14097.285
2013-01-11,22,14128.036939739208,15030.44556865911,14675.16835505662,14779.782
2013-01-11,28,15196.44938203589,14602.024358337512,14028.902084206256,14546.225
2013-01-11,17,13940.449717975187,14218.276759293862,13581.05417955433,14586.254
2013-01-11,20,14394.34053954689,13337.61152182403,14890.380146171607,14766.155
2013-01-11,19,16294.389515709743,13400.095177288633,14728.28965443615,15475.852
2013-01-11,37,14973.439505489261,13439.386263761204,14950.18529491283,15397.433
2013-01-11,6,14333.17096032324,13796.307098690653,14354.271773568718,14409.946
2013-01-11,1,15258.165836749333,14554.856654665433,14841.16535884866,15345.98
2013-01-11,25,16126.419602794487,14550.024680719478,14696.78488393651,14719.443
2013-01-11,33,15538.93220526888,13736.054643653333,14852.66937721604,14987.522
2013-01-11,42,14413.373759037426,12966.857581759337,14353.812456718588,14602.977
2013-01-11,8,16076.663102139706,13724.397517221514,14494.887708144312,15531.961
2013-01-11,14,15366.089442601333,14144.841032885248,14767.980924608244,15573.01
2013-01-11,9,16892.641939415193,13726.25368986139,14897.13618183723,15553.558
2013-01-11,16,15927.355764644639,13299.219947950216,14217.434817862597,15292.489
2013-01-11,38,15166.653548512826,13274.672754215077,14586.497190269492,14844.143
2013-01-11,21,15610.244497349147,13610.27001663763,14801.961898059866,14542.928
2013-01-11,13,15271.219248726013,13773.500153594185,14627.514302066595,14642.466
2013-01-11,2,15628.019181648648,13751.460299273487,14814.801301901498,14166.575
2013-01-11,31,14807.88418273231,12967.963119148277,14115.767446051686,14053.708
2013-01-11,4,14317.23400107968,12992.387795179151,14155.3531432829,14071.834
2013-01-11,15,13999.617444351916,12876.00385678513,14210.899913807798,13879.436
2013-01-11,43,14845.748408790581,13221.728301428491,14379.885192912685,14128.44
2013-01-11,10,13258.442973436086,11947.473011168651,13809.12531639208,13851.102
2013-01-11,30,13629.927439803887,12589.49506349559,13860.625915626353,13872.182
2013-01-11,24,12970.948936240253,11973.107261823257,13755.119441899205,13741.163
2013-01-11,41,13651.886188709193,12454.548831900349,13318.158749400978,13912.266
2013-01-18,7,10296.248906179997,10473.059346709633,10567.61273258153,11525.429
2013-01-18,29,10014.008687389998,10088.91659727972,10872.122289270714,10028.496
2013-01-18,38,12811.504468629593,11069.677096762927,12541.014438004906,12365.884
2013-01-18,42,13539.504894698943,10936.4092932872,12636.99007064493,12827.704
2013-01-18,15,10209.962223011573,6754.077157148393,10975.061820878349,8954.571
2013-01-18,4,8459.131125687773,9256.922030576738,11806.784163852953,12263.924
2013-01-18,14,12884.268368148825,12700.003168196417,13360.770474355815,13689.028
2013-01-18,28,14166.56137630175,13670.28464124538,14775.887027804998,14444.866
2013-01-18,6,15300.06438231277,14731.720283731353,14983.080532678305,14650.82
2013-01-18,18,13386.668807581156,12619.706033418654,14244.193212177837,13196.243
2013-01-18,2,6356.494650612178,6704.761916353367,7165.685961061792,9389.164
2013-01-18,16,12627.907528508895,11467.830079049803,13848.795790630928,12727.666
2013-01-18,12,13488.341803385569,12759.783457226818,14507.611872054453,14210.579
2013-01-18,32,14460.97662060572,12413.948595100548,14664.29867968364,14446.153
2013-01-18,37,11887.425309706801,11463.803593451157,11887.814291507515,11826.297
2013-01-18,24,15973.017977728608,13937.874895544723,14987.541245022589,15068.191
2013-01-18,25,14900.181341288797,13948.45581484912,14711.365219848007,14467.631
2013-01-18,40,14953.31061654477,13723.277040683664,15138.908789590583,14972.197
2013-01-18,8,13696.586551889694,12342.570184997283,14068.488703742947,13939.097
2013-01-18,11,14141.933796724132,12481.655015247175,14460.112531242987,14039.49
2013-01-18,33,15270.783513868082,13512.509258817649,15214.82101428279,14742.213
2013-01-18,17,16082.749376812162,13570.031872607302,15180.809544156195,15122.253
2013-01-18,5,14678.89324340228,12358.73107731156,14269.396751580247,13870.232
2013-01-18,35,14478.092145326136,13274.28446299606,14654.83369550987,14415.886
2013-01-18,43,14804.372473519647,12390.166042978875,14303.170034736118,14460.436
2013-01-18,45,14400.322967620594,12560.704303458566,14603.713487208863,14726.033
2013-01-18,22,15395.979850080314,13430.655206755036,15007.13348474298,14867.98
2013-01-18,44,13338.966088212783,11102.825684985379,13756.326391295795,12518.615
2013-01-18,23,14931.14698650788,12964.917186436709,14064.071543485501,14357.67
2013-01-18,9,13710.128036557731,12460.264792125672,13844.196003846333,13807.205
2013-01-18,21,12845.507887292355,11821.389599557966,13607.894436638808,13904.042
2013-01-18,19,11269.130938824703,10472.196963220136,13010.616254621278,12732.413
2013-01-18,34,12861.166011803674,11455.981913565425,13599.41819284766,14149.828
2013-01-18,3,12258.071106501082,10626.885860356037,12926.419399625844,12406.221
2013-01-18,39,12961.205892336871,11886.286380570382,13338.422648497151,13962.043
2013-01-18,10,12765.903014085708,11617.73508828599,11263.434150777459,12552.06
2013-01-18,31,12052.172085738588,11875.742870318703,11546.13699997496,12636.806
2013-01-18,41,15011.658719858418,12587.722378914244,13204.104467490224,14026.548
2013-01-18,27,15159.127000629782,12707.665956893703,13193.714628411148,14264.001
2013-01-18,20,11070.84368266786,10033.366883164505,11329.496660777924,12742.71
2013-01-18,36,11127.095748775524,10875.854015444871,11216.930307180364,12430.473
2013-01-18,26,13045.244425934503,12613.470392823918,13506.626168222583,14108.87
2013-01-18,1,14999.192395862123,14818.39992104331,15258.114079961519,15768.867
2013-01-18,13,15102.011117543092,15509.543016139418,15190.467616027103,16154.2295
2013-01-18,30,12332.598853455318,11286.624493301148,13406.81943251691,13129.015
2013-01-25,23,7878.267547543018,7437.092487267684,7643.747195116591,10744.281
2013-01-25,26,13810.8296624304,13101.36404711171,14423.337680905319,14533.388
2013-01-25,22,14564.810875349582,13169.629126657266,13582.251109177443,15259.477
2013-01-25,17,14804.256684035774,13899.987177060917,15520.699103935462,15389.495
2013-01-25,11,12009.199402976363,11533.322953025112,12069.880450698869,12161.052
